name,price,capacity,price_per_gb,type,cache,form_factor,interface,brand,model,slug
Samsung 960 Pro,195.86,512.0,0.383,SSD,512.0,M.2-2280,PCIe Gen4,Samsung,960 Pro,samsung-960-pro-512-0-pcie-gen4
Lexar NS100,54.99,1000.0,0.055,SSD,,2.5,SATA,Lexar,NS100,lexar-ns100-1000-0-sata
FanXiang S101,56.99,1000.0,0.057,SSD,,2.5,SATA,FanXiang,S101,fanxiang-s101-1000-0-sata
Intel 670p,168.0,2000.0,0.084,SSD,,M.2-2280,PCIe Gen4,Intel,670p,intel-670p-2000-0-pcie-gen4
Kingston Fury Renegade with Heat Sink,319.0,4000.0,0.08,SSD,,M.2-2280,PCIe Gen4,Kingston,Fury Renegade with Heat Sink,kingston-fury-renegade-with-heat-sink-4000-0-pcie-gen4
Mushkin Vortex Redline,92.99,1000.0,0.093,SSD,1024.0,M.2-2280,PCIe Gen4,Mushkin,Vortex Redline,mushkin-vortex-redline-1000-0-pcie-gen4
Gigabyte AORUS Gen4,154.68,1000.0,0.155,SSD,,M.2-2280,PCIe Gen4,Gigabyte,AORUS Gen4,gigabyte-aorus-gen4-1000-0-pcie-gen4
Western Digital Blue,84.99,4000.0,0.021,5400,64.0,3.5,SATA,Western,Digital Blue,western-digital-blue-4000-0-sata
Sabrent Rocket 4,199.99,2000.0,0.1,SSD,,M.2-2280,PCIe Gen4,Sabrent,Rocket 4,sabrent-rocket-4-2000-0-pcie-gen4
MSI SPATIUM M580 FROZR,322.99,2000.0,0.161,SSD,4096.0,M.2-2280,PCIe Gen5,MSI,SPATIUM M580 FROZR,msi-spatium-m580-frozr-2000-0-pcie-gen5
Samsung 860 Evo,372.32,4000.0,0.093,SSD,4096.0,2.5,SATA,Samsung,860 Evo,samsung-860-evo-4000-0-sata
Corsair MP600 PRO XT,369.99,4000.0,0.092,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 PRO XT,corsair-mp600-pro-xt-4000-0-pcie-gen4
Intel 660p,149.0,1000.0,0.149,SSD,,M.2-2280,PCIe Gen4,Intel,660p,intel-660p-1000-0-pcie-gen4
HP EX920,67.98,512.0,0.133,SSD,512.0,M.2-2280,PCIe Gen4,HP,EX920,hp-ex920-512-0-pcie-gen4
Corsair MP600 PRO NH,99.99,1000.0,0.1,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 PRO NH,corsair-mp600-pro-nh-1000-0-pcie-gen4
Western Digital Blue,37.99,1000.0,0.038,5400,8.0,2.5,SATA,Western,Digital Blue,western-digital-blue-1000-0-sata
Seagate FireCuda 520,99.9,1000.0,0.1,SSD,,M.2-2280,PCIe Gen4,Seagate,FireCuda 520,seagate-firecuda-520-1000-0-pcie-gen4
PNY CS3140,139.99,2000.0,0.07,SSD,,M.2-2280,PCIe Gen4,PNY,CS3140,pny-cs3140-2000-0-pcie-gen4
Intel DC P4511,159.0,1000.0,0.159,SSD,,M.2-22110,PCIe Gen4,Intel,DC P4511,intel-dc-p4511-1000-0-pcie-gen4
Crucial P2,249.99,2000.0,0.125,SSD,,M.2-2280,PCIe Gen4,Crucial,P2,crucial-p2-2000-0-pcie-gen4
Crucial P5,433.03,1000.0,0.433,SSD,,M.2-2280,PCIe Gen4,Crucial,P5,crucial-p5-1000-0-pcie-gen4
MSI SPATIUM M461,249.99,4000.0,0.062,SSD,,M.2-2280,PCIe Gen4,MSI,SPATIUM M461,msi-spatium-m461-4000-0-pcie-gen4
Lexar NS100,72.17,512.0,0.141,SSD,,2.5,SATA,Lexar,NS100,lexar-ns100-512-0-sata
Western Digital Green SN350,175.53,480.0,0.366,SSD,,M.2-2280,PCIe Gen4,Western,Digital Green SN350,western-digital-green-sn350-480-0-pcie-gen4
Seagate Archive HDD v2,139.63,5000.0,0.028,5900,128.0,3.5,SATA,Seagate,Archive HDD v2,seagate-archive-hdd-v2-5000-0-sata
Western Digital Red,104.0,3000.0,0.035,5400,64.0,3.5,SATA,Western,Digital Red,western-digital-red-3000-0-sata
Toshiba DT01ACA050,33.97,500.0,0.068,7200,32.0,3.5,SATA,Toshiba,DT01ACA050,toshiba-dt01aca050-500-0-sata
Western Digital Blue SN570,239.99,2000.0,0.12,SSD,,M.2-2280,PCIe Gen4,Western,Digital Blue SN570,western-digital-blue-sn570-2000-0-pcie-gen4
TEAMGROUP Cardea A440,79.98,1000.0,0.08,SSD,,M.2-2280,PCIe Gen4,TEAMGROUP,Cardea A440,teamgroup-cardea-a440-1000-0-pcie-gen4
Lexar NM790 w/Heatsink,239.49,4000.0,0.06,SSD,,M.2-2280,PCIe Gen4,Lexar,NM790 w/Heatsink,lexar-nm790-w-heatsink-4000-0-pcie-gen4
Seagate FireCuda 530R,344.99,4000.0,0.086,SSD,,M.2-2280,PCIe Gen4,Seagate,FireCuda 530R,seagate-firecuda-530r-4000-0-pcie-gen4
Toshiba X300 Pro,358.99,18000.0,0.02,7200,512.0,3.5,SATA,Toshiba,X300 Pro,toshiba-x300-pro-18000-0-sata
TEAMGROUP MP44,724.99,8000.0,0.091,SSD,,M.2-2280,PCIe Gen4,TEAMGROUP,MP44,teamgroup-mp44-8000-0-pcie-gen4
Seagate IronWolf Pro,249.99,12000.0,0.021,7200,256.0,3.5,SATA,Seagate,IronWolf Pro,seagate-ironwolf-pro-12000-0-sata
KIOXIA EXCERIA,39.68,480.0,0.083,SSD,,2.5,SATA,KIOXIA,EXCERIA,kioxia-exceria-480-0-sata
Seagate IronWolf Pro NAS,94.99,2000.0,0.047,7200,256.0,3.5,SATA,Seagate,IronWolf Pro NAS,seagate-ironwolf-pro-nas-2000-0-sata
Gigabyte GP-GSTFS31240GNTD,72.69,240.0,0.303,SSD,,2.5,SATA,Gigabyte,GP-GSTFS31240GNTD,gigabyte-gp-gstfs31240gntd-240-0-sata
Western Digital AV-GP,14.21,320.0,0.044,5400,8.0,3.5,SATA,Western,Digital AV-GP,western-digital-av-gp-320-0-sata
Western Digital Black SN750,239.5,2000.0,0.12,SSD,,M.2-2280,PCIe Gen4,Western,Digital Black SN750,western-digital-black-sn750-2000-0-pcie-gen4
Western Digital Blue,101.0,4000.0,0.025,5400,64.0,3.5,SATA,Western,Digital Blue,western-digital-blue-4000-0-sata
Lexar NQ780,219.49,4000.0,0.055,SSD,,M.2-2280,PCIe Gen4,Lexar,NQ780,lexar-nq780-4000-0-pcie-gen4
ADATA XPG GAMMIX S70 Blade,274.99,4000.0,0.069,SSD,,M.2-2280,PCIe Gen4,ADATA,XPG GAMMIX S70 Blade,adata-xpg-gammix-s70-blade-4000-0-pcie-gen4
Inland TN320,64.98,1000.0,0.065,SSD,,M.2-2280,PCIe Gen4,Inland,TN320,inland-tn320-1000-0-pcie-gen4
Addlink S91,144.0,2000.0,0.072,SSD,,M.2-2230,PCIe Gen4,Addlink,S91,addlink-s91-2000-0-pcie-gen4
Seagate Exos 7E10 512e/4Kn,218.41,8000.0,0.027,7200,256.0,3.5,SATA,Seagate,Exos 7E10 512e/4Kn,seagate-exos-7e10-512e-4kn-8000-0-sata
Seagate IronWolf NAS,249.99,12000.0,0.021,7200,256.0,3.5,SATA,Seagate,IronWolf NAS,seagate-ironwolf-nas-12000-0-sata
Crucial T500 W/Heatsink,309.99,4000.0,0.077,SSD,,M.2-2280,PCIe Gen4,Crucial,T500 W/Heatsink,crucial-t500-w-heatsink-4000-0-pcie-gen4
Seagate Barracuda Compute,94.94,3000.0,0.032,5400,256.0,3.5,SATA,Seagate,Barracuda Compute,seagate-barracuda-compute-3000-0-sata
Patriot P220,30.99,512.0,0.061,SSD,,2.5,SATA,Patriot,P220,patriot-p220-512-0-sata
Silicon Power XS70,218.28,2000.0,0.109,SSD,,M.2-2280,PCIe Gen4,Silicon,Power XS70,silicon-power-xs70-2000-0-pcie-gen4
Addlink S70,57.88,1000.0,0.058,SSD,,M.2-2280,PCIe Gen4,Addlink,S70,addlink-s70-1000-0-pcie-gen4
Transcend TS32GSSD370S,33.97,32.0,1.062,SSD,,2.5,SATA,Transcend,TS32GSSD370S,transcend-ts32gssd370s-32-0-sata
Intenso Top Performance,29.96,128.0,0.234,SSD,,M.2-2280,SATA,Intenso,Top Performance,intenso-top-performance-128-0-sata
Samsung 860 Evo,189.99,500.0,0.38,SSD,512.0,M.2-2280,SATA,Samsung,860 Evo,samsung-860-evo-500-0-sata
Corsair MP600 GS,164.99,2000.0,0.082,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 GS,corsair-mp600-gs-2000-0-pcie-gen4
Samsung 840 Pro,240.16,256.0,0.938,SSD,,2.5,SATA,Samsung,840 Pro,samsung-840-pro-256-0-sata
Lexar Professional NM800PRO w/Heatsink,82.99,1000.0,0.083,SSD,,M.2-2280,PCIe Gen4,Lexar,Professional NM800PRO w/Heatsink,lexar-professional-nm800pro-w-heatsink-1000-0-pcie-gen4
ADATA LEGEND 860,53.95,500.0,0.108,SSD,,M.2-2280,PCIe Gen4,ADATA,LEGEND 860,adata-legend-860-500-0-pcie-gen4
Western Digital Green,42.0,480.0,0.087,SSD,,2.5,SATA,Western,Digital Green,western-digital-green-480-0-sata
Seagate Momentus Thin,56.4,500.0,0.113,5400,16.0,2.5,SATA,Seagate,Momentus Thin,seagate-momentus-thin-500-0-sata
Seagate Game Drive,1074.46,4000.0,0.269,SSD,,M.2-2280,PCIe Gen4,Seagate,Game Drive,seagate-game-drive-4000-0-pcie-gen4
Inland Platinum,109.99,2000.0,0.055,SSD,,2.5,SATA,Inland,Platinum,inland-platinum-2000-0-sata
Seagate IronWolf NAS,155.0,4000.0,0.039,5900,64.0,3.5,SATA,Seagate,IronWolf NAS,seagate-ironwolf-nas-4000-0-sata
Western Digital WD Red Pro,449.0,22000.0,0.02,7200,512.0,3.5,SATA,Western,Digital WD Red Pro,western-digital-wd-red-pro-22000-0-sata
FanXiang S500 Pro,25.99,256.0,0.102,SSD,,M.2-2280,PCIe Gen4,FanXiang,S500 Pro,fanxiang-s500-pro-256-0-pcie-gen4
Western Digital Blue,309.99,4000.0,0.077,SSD,,2.5,SATA,Western,Digital Blue,western-digital-blue-4000-0-sata
PNY CS900,25.59,120.0,0.213,SSD,,2.5,SATA,PNY,CS900,pny-cs900-120-0-sata
Seagate Exos X22,449.99,22000.0,0.02,7200,512.0,3.5,SATA,Seagate,Exos X22,seagate-exos-x22-22000-0-sata
Seagate Enterprise Capacity,69.98,3000.0,0.023,7200,128.0,3.5,SATA,Seagate,Enterprise Capacity,seagate-enterprise-capacity-3000-0-sata
Seagate FireCuda 530,284.99,2000.0,0.142,SSD,,M.2-2280,PCIe Gen4,Seagate,FireCuda 530,seagate-firecuda-530-2000-0-pcie-gen4
TEAMGROUP AX2,18.98,256.0,0.074,SSD,,2.5,SATA,TEAMGROUP,AX2,teamgroup-ax2-256-0-sata
Seagate BarraCuda Q5,41.99,500.0,0.084,SSD,,M.2-2280,PCIe Gen4,Seagate,BarraCuda Q5,seagate-barracuda-q5-500-0-pcie-gen4
Hitachi Ultrastar SN260,323.0,1600.0,0.202,SSD,,PCIe,PCIe x8,Hitachi,Ultrastar SN260,hitachi-ultrastar-sn260-1600-0-pcie-x8
XOC Nitro,27.33,512.0,0.053,SSD,,2.5,SATA,XOC,Nitro,xoc-nitro-512-0-sata
Corsair MP700 Elite w/Heatsink,124.99,1000.0,0.125,SSD,,M.2-2280,PCIe Gen5,Corsair,MP700 Elite w/Heatsink,corsair-mp700-elite-w-heatsink-1000-0-pcie-gen5
Inland Professional,19.98,120.0,0.166,SSD,,2.5,SATA,Inland,Professional,inland-professional-120-0-sata
Netac NV7000-t,69.78,1000.0,0.07,SSD,,M.2-2280,PCIe Gen4,Netac,NV7000-t,netac-nv7000-t-1000-0-pcie-gen4
Corsair MP510,95.1,480.0,0.198,SSD,,M.2-2280,PCIe Gen4,Corsair,MP510,corsair-mp510-480-0-pcie-gen4
Corsair MP600 PRO LPX,99.99,1000.0,0.1,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 PRO LPX,corsair-mp600-pro-lpx-1000-0-pcie-gen4
Toshiba MQ01ABD-V,33.86,1000.0,0.034,5400,,2.5,SATA,Toshiba,MQ01ABD-V,toshiba-mq01abd-v-1000-0-sata
Toshiba N300,142.71,4000.0,0.036,7200,256.0,3.5,SATA,Toshiba,N300,toshiba-n300-4000-0-sata
Inland TN320,26.99,256.0,0.105,SSD,,M.2-2280,PCIe Gen4,Inland,TN320,inland-tn320-256-0-pcie-gen4
Patriot P320,104.99,2000.0,0.052,SSD,,M.2-2280,PCIe Gen4,Patriot,P320,patriot-p320-2000-0-pcie-gen4
Western Digital Black,49.99,1000.0,0.05,7200,64.0,2.5,SATA,Western,Digital Black,western-digital-black-1000-0-sata
Seagate BarraCuda,58.0,1000.0,0.058,7200,32.0,3.5,SATA,Seagate,BarraCuda,seagate-barracuda-1000-0-sata
Western Digital Blue SN550,44.99,250.0,0.18,SSD,,M.2-2280,PCIe Gen4,Western,Digital Blue SN550,western-digital-blue-sn550-250-0-pcie-gen4
Corsair MP600 ELITE w/Heatsink,94.99,1000.0,0.095,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 ELITE w/Heatsink,corsair-mp600-elite-w-heatsink-1000-0-pcie-gen4
Seagate IronWolf Pro NAS,269.99,14000.0,0.019,7200,256.0,3.5,SATA,Seagate,IronWolf Pro NAS,seagate-ironwolf-pro-nas-14000-0-sata
Western Digital Red Plus,89.99,3000.0,0.03,5400,256.0,3.5,SATA,Western,Digital Red Plus,western-digital-red-plus-3000-0-sata
Apacer AS2280P4,52.9,512.0,0.103,SSD,,M.2-2280,PCIe Gen4,Apacer,AS2280P4,apacer-as2280p4-512-0-pcie-gen4
Lexar NM1090 w/ Heatsink,307.45,2000.0,0.154,SSD,,M.2-2280,PCIe Gen5,Lexar,NM1090 w/ Heatsink,lexar-nm1090-w-heatsink-2000-0-pcie-gen5
MSI SPATIUM M470,737.38,2000.0,0.369,SSD,,M.2-2280,PCIe Gen4,MSI,SPATIUM M470,msi-spatium-m470-2000-0-pcie-gen4
ADATA SU800,96.29,1000.0,0.096,SSD,,2.5,SATA,ADATA,SU800,adata-su800-1000-0-sata
Western Digital PC SN730,47.5,256.0,0.186,SSD,,M.2-2280,PCIe Gen4,Western,Digital PC SN730,western-digital-pc-sn730-256-0-pcie-gen4
Western Digital Gold,399.99,20000.0,0.02,7200,512.0,3.5,SATA,Western,Digital Gold,western-digital-gold-20000-0-sata
Western Digital Red SA500,314.99,4000.0,0.079,SSD,,2.5,SATA,Western,Digital Red SA500,western-digital-red-sa500-4000-0-sata
Inland TN470,129.99,2000.0,0.065,SSD,,M.2-2280,PCIe Gen4,Inland,TN470,inland-tn470-2000-0-pcie-gen4
Corsair MP600 PRO XT,104.99,1000.0,0.105,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 PRO XT,corsair-mp600-pro-xt-1000-0-pcie-gen4
ADATA XPG SX6000 Pro,54.99,512.0,0.107,SSD,,M.2-2280,PCIe Gen4,ADATA,XPG SX6000 Pro,adata-xpg-sx6000-pro-512-0-pcie-gen4
Silicon Power A55,29.76,128.0,0.233,SSD,,2.5,SATA,Silicon,Power A55,silicon-power-a55-128-0-sata
Western Digital Gold,249.99,10000.0,0.025,7200,256.0,3.5,SATA,Western,Digital Gold,western-digital-gold-10000-0-sata
Western Digital Blue Mobile,71.23,2000.0,0.036,5400,128.0,2.5,SATA,Western,Digital Blue Mobile,western-digital-blue-mobile-2000-0-sata
Crucial T710,154.99,1000.0,0.155,SSD,,M.2-2280,PCIe Gen5,Crucial,T710,crucial-t710-1000-0-pcie-gen5
Corsair MP600 PRO LPX,309.99,4000.0,0.077,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 PRO LPX,corsair-mp600-pro-lpx-4000-0-pcie-gen4
TEAMGROUP CX2,30.99,512.0,0.061,SSD,,2.5,SATA,TEAMGROUP,CX2,teamgroup-cx2-512-0-sata
Western Digital Red,469.99,14000.0,0.034,5400,,3.5,SATA,Western,Digital Red,western-digital-red-14000-0-sata
MSI SPATIUM M390,79.95,1000.0,0.08,SSD,,M.2-2280,PCIe Gen4,MSI,SPATIUM M390,msi-spatium-m390-1000-0-pcie-gen4
Seagate SkyHawk Surveillance +Rescue,121.2,4000.0,0.03,5400,256.0,3.5,SATA,Seagate,SkyHawk Surveillance +Rescue,seagate-skyhawk-surveillance-rescue-4000-0-sata
Western Digital Ultrastar DC HC550,469.99,18000.0,0.026,7200,512.0,3.5,SATA,Western,Digital Ultrastar DC HC550,western-digital-ultrastar-dc-hc550-18000-0-sata
Netac NV7000,132.04,2000.0,0.066,SSD,,M.2-2280,PCIe Gen4,Netac,NV7000,netac-nv7000-2000-0-pcie-gen4
Western Digital Red SA500,102.62,1000.0,0.103,SSD,,2.5,SATA,Western,Digital Red SA500,western-digital-red-sa500-1000-0-sata
Seagate IronWolf Pro,234.45,10000.0,0.023,7200,256.0,3.5,SATA,Seagate,IronWolf Pro,seagate-ironwolf-pro-10000-0-sata
MSI SPATIUM S270,34.97,480.0,0.073,SSD,,2.5,SATA,MSI,SPATIUM S270,msi-spatium-s270-480-0-sata
TEAMGROUP T-Create Classic C47,119.99,2000.0,0.06,SSD,,M.2-2280,PCIe Gen4,TEAMGROUP,T-Create Classic C47,teamgroup-t-create-classic-c47-2000-0-pcie-gen4
Corsair MP600 ELITE,309.99,4000.0,0.077,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 ELITE,corsair-mp600-elite-4000-0-pcie-gen4
Western Digital WD Red Pro,99.99,2000.0,0.05,7200,64.0,3.5,SATA,Western,Digital WD Red Pro,western-digital-wd-red-pro-2000-0-sata
ADATA LEGEND 700,79.98,1000.0,0.08,SSD,,M.2-2280,PCIe Gen4,ADATA,LEGEND 700,adata-legend-700-1000-0-pcie-gen4
ADATA LEGEND 850 LITE,72.98,1000.0,0.073,SSD,,M.2-2280,PCIe Gen4,ADATA,LEGEND 850 LITE,adata-legend-850-lite-1000-0-pcie-gen4
Western Digital Gold,319.99,18000.0,0.018,7200,512.0,3.5,SATA,Western,Digital Gold,western-digital-gold-18000-0-sata
Nextorage NEM-PAB,124.99,2000.0,0.062,SSD,,M.2-2280,PCIe Gen4,Nextorage,NEM-PAB,nextorage-nem-pab-2000-0-pcie-gen4
TEAMGROUP QX,48.49,1000.0,0.048,SSD,,2.5,SATA,TEAMGROUP,QX,teamgroup-qx-1000-0-sata
Western Digital AV-GP,34.99,1000.0,0.035,5400,64.0,3.5,SATA,Western,Digital AV-GP,western-digital-av-gp-1000-0-sata
Seagate ST1000LM014,51.99,1000.0,0.052,,64.0,2.5,SATA,Seagate,ST1000LM014,seagate-st1000lm014-1000-0-sata
Corsair MP600 PRO NH,364.99,4000.0,0.091,SSD,,M.2-2280,PCIe Gen4,Corsair,MP600 PRO NH,corsair-mp600-pro-nh-4000-0-pcie-gen4
Samsung 860 QVO,255.0,2000.0,0.128,SSD,,2.5,SATA,Samsung,860 QVO,samsung-860-qvo-2000-0-sata
Seagate IronWolf NAS,126.84,2000.0,0.063,5400,256.0,3.5,SATA,Seagate,IronWolf NAS,seagate-ironwolf-nas-2000-0-sata
PNY CS900,49.0,240.0,0.204,SSD,,2.5,SATA,PNY,CS900,pny-cs900-240-0-sata
Western Digital Red SN700,369.99,4000.0,0.092,SSD,,M.2-2280,PCIe Gen4,Western,Digital Red SN700,western-digital-red-sn700-4000-0-pcie-gen4
Gigabyte GP-GSTFS31480GNTD,46.6,480.0,0.097,SSD,,2.5,SATA,Gigabyte,GP-GSTFS31480GNTD,gigabyte-gp-gstfs31480gntd-480-0-sata
TEAMGROUP T-FORCE G50,49.99,512.0,0.098,SSD,,M.2-2280,PCIe Gen4,TEAMGROUP,T-FORCE G50,teamgroup-t-force-g50-512-0-pcie-gen4
ADATA MARS 980 BLADE,120.99,1000.0,0.121,SSD,,M.2-2280,PCIe Gen5,ADATA,MARS 980 BLADE,adata-mars-980-blade-1000-0-pcie-gen5
Lexar NS100,18.98,128.0,0.148,SSD,,2.5,SATA,Lexar,NS100,lexar-ns100-128-0-sata
Seagate EXOS Enterprise,159.0,4000.0,0.04,7200,256.0,3.5,SATA,Seagate,EXOS Enterprise,seagate-exos-enterprise-4000-0-sata
Oyen Digital E18-8TBICS5,869.0,8000.0,0.109,SSD,,M.2-2280,PCIe Gen4,Oyen,Digital E18-8TBICS5,oyen-digital-e18-8tbics5-8000-0-pcie-gen4
Western Digital Green SN350,144.53,240.0,0.602,SSD,,M.2-2280,PCIe Gen4,Western,Digital Green SN350,western-digital-green-sn350-240-0-pcie-gen4
Inland Professional,34.99,512.0,0.068,SSD,,2.5,SATA,Inland,Professional,inland-professional-512-0-sata
Seagate SkyHawk AI,349.99,20000.0,0.017,7200,256.0,3.5,SATA,Seagate,SkyHawk AI,seagate-skyhawk-ai-20000-0-sata
Samsung 860 Evo,106.17,250.0,0.425,SSD,512.0,M.2-2280,SATA,Samsung,860 Evo,samsung-860-evo-250-0-sata
Seagate IronWolf Pro NAS,249.99,10000.0,0.025,7200,256.0,3.5,SATA,Seagate,IronWolf Pro NAS,seagate-ironwolf-pro-nas-10000-0-sata
ADATA LEGEND 960 MAX,284.77,2000.0,0.142,SSD,,M.2-2280,PCIe Gen4,ADATA,LEGEND 960 MAX,adata-legend-960-max-2000-0-pcie-gen4
Seagate FireCuda 530R w/Heatsink,179.99,2000.0,0.09,SSD,,M.2-2280,PCIe Gen4,Seagate,FireCuda 530R w/Heatsink,seagate-firecuda-530r-w-heatsink-2000-0-pcie-gen4
Kingston SSDNow V300,125.62,240.0,0.523,SSD,,2.5,SATA,Kingston,SSDNow V300,kingston-ssdnow-v300-240-0-sata
Timetec 30TT253X2,27.99,512.0,0.055,SSD,,2.5,SATA,Timetec,30TT253X2,timetec-30tt253x2-512-0-sata
Kingston KC600,185.09,2048.0,0.09,SSD,,2.5,SATA,Kingston,KC600,kingston-kc600-2048-0-sata
Gigabyte GP-GSM2NE3256GNTD,192.74,256.0,0.753,SSD,,M.2-2280,PCIe Gen4,Gigabyte,GP-GSM2NE3256GNTD,gigabyte-gp-gsm2ne3256gntd-256-0-pcie-gen4
FanXiang S101,33.99,512.0,0.066,SSD,,2.5,SATA,FanXiang,S101,fanxiang-s101-512-0-sata
Kingston SSDNow V200,79.98,128.0,0.625,SSD,,2.5,SATA,Kingston,SSDNow V200,kingston-ssdnow-v200-128-0-sata
Silicon Power A58,92.99,2000.0,0.046,SSD,,2.5,SATA,Silicon,Power A58,silicon-power-a58-2000-0-sata
Seagate IronWolf NAS,433.1,16000.0,0.027,7200,256.0,3.5,SATA,Seagate,IronWolf NAS,seagate-ironwolf-nas-16000-0-sata
Western Digital WD_BLACK,344.45,8000.0,0.043,7200,128.0,3.5,SATA,Western,Digital WD_BLACK,western-digital-wd-black-8000-0-sata
Patriot P400,64.98,1000.0,0.065,SSD,,M.2-2280,PCIe Gen4,Patriot,P400,patriot-p400-1000-0-pcie-gen4
Micron 7400 PRO,749.99,3840.0,,SSD,,M.2-22110,PCIe Gen4,Micron,7400 PRO,micron-7400-pro-3840-0-pcie-gen4
ADATA XPG GAMMIX S70 Blade,71.18,512.0,0.139,SSD,,M.2-2280,PCIe Gen4,ADATA,XPG GAMMIX S70 Blade,adata-xpg-gammix-s70-blade-512-0-pcie-gen4
Acer FA100,37.99,512.0,0.074,SSD,,M.2-2280,PCIe Gen4,Acer,FA100,acer-fa100-512-0-pcie-gen4
ADATA Ultimate SU650,38.15,480.0,0.079,SSD,,2.5,SATA,ADATA,Ultimate SU650,adata-ultimate-su650-480-0-sata
Western Digital WD Red Pro,314.99,14000.0,0.022,7200,512.0,3.5,SATA,Western,Digital WD Red Pro,western-digital-wd-red-pro-14000-0-sata
Western Digital Blue,216.99,2000.0,0.108,SSD,,M.2-2280,SATA,Western,Digital Blue,western-digital-blue-2000-0-sata
Timetec PINNACLE SD1-INDEX,65.99,1000.0,0.066,SSD,,M.2-2280,PCIe Gen4,Timetec,PINNACLE SD1-INDEX,timetec-pinnacle-sd1-index-1000-0-pcie-gen4
TEAMGROUP CX2,19.99,256.0,0.078,SSD,,2.5,SATA,TEAMGROUP,CX2,teamgroup-cx2-256-0-sata
PNY CS2241,229.99,4000.0,0.057,SSD,,M.2-2280,PCIe Gen4,PNY,CS2241,pny-cs2241-4000-0-pcie-gen4
Hitachi HDS723030ALA640,69.98,3000.0,0.023,7200,64.0,3.5,SATA,Hitachi,HDS723030ALA640,hitachi-hds723030ala640-3000-0-sata
Kingston Q500,67.43,960.0,0.07,SSD,,2.5,SATA,Kingston,Q500,kingston-q500-960-0-sata
Western Digital WD_BLACK,219.99,6000.0,0.037,7200,256.0,3.5,SATA,Western,Digital WD_BLACK,western-digital-wd-black-6000-0-sata
Toshiba X300,149.0,4000.0,0.037,7200,128.0,3.5,SATA,Toshiba,X300,toshiba-x300-4000-0-sata
Western Digital Blue,109.99,2000.0,0.055,5400,64.0,3.5,SATA,Western,Digital Blue,western-digital-blue-2000-0-sata
Western Digital WD_BLACK SN770M,169.99,2000.0,0.085,SSD,,M.2-2230,PCIe Gen4,Western,Digital WD_BLACK SN770M,western-digital-wd-black-sn770m-2000-0-pcie-gen4
PNY CS2140,47.91,500.0,0.096,SSD,,M.2-2280,PCIe Gen4,PNY,CS2140,pny-cs2140-500-0-pcie-gen4
HP EX920,111.32,1000.0,0.111,SSD,1024.0,M.2-2280,PCIe Gen4,HP,EX920,hp-ex920-1000-0-pcie-gen4
Lexar NS100,109.99,2000.0,0.055,SSD,,2.5,SATA,Lexar,NS100,lexar-ns100-2000-0-sata
Samsung 960 Pro,399.99,1000.0,0.4,SSD,1024.0,M.2-2280,PCIe Gen4,Samsung,960 Pro,samsung-960-pro-1000-0-pcie-gen4
Sabrent Rocket Q,430.85,2000.0,0.215,SSD,,M.2-2280,PCIe Gen4,Sabrent,Rocket Q,sabrent-rocket-q-2000-0-pcie-gen4
Western Digital Gold,349.99,16000.0,0.022,7200,512.0,3.5,SATA,Western,Digital Gold,western-digital-gold-16000-0-sata
Seagate Exos X24,329.45,16000.0,0.021,7200,512.0,3.5,SATA,Seagate,Exos X24,seagate-exos-x24-16000-0-sata
Seagate Exos X24,509.99,24000.0,0.021,7200,512.0,3.5,SAS 12.0 Gb/s,Seagate,Exos X24,seagate-exos-x24-24000-0-sas-12-0-gb-s
Corsair Force MP500,129.47,120.0,1.079,SSD,,M.2-2280,PCIe Gen4,Corsair,Force MP500,corsair-force-mp500-120-0-pcie-gen4
Seagate FireCuda 530R w/Heatsink,354.99,4000.0,0.089,SSD,,M.2-2280,PCIe Gen4,Seagate,FireCuda 530R w/Heatsink,seagate-firecuda-530r-w-heatsink-4000-0-pcie-gen4
Western Digital Red SA500,226.9,2000.0,0.113,SSD,,2.5,SATA,Western,Digital Red SA500,western-digital-red-sa500-2000-0-sata
Western Digital WD Red Pro,199.99,6000.0,0.033,7200,256.0,3.5,SATA,Western,Digital WD Red Pro,western-digital-wd-red-pro-6000-0-sata
Seagate BarraCuda Pro,324.45,12000.0,0.027,7200,256.0,3.5,SATA,Seagate,BarraCuda Pro,seagate-barracuda-pro-12000-0-sata
Western Digital WD_BLACK SN770M,89.52,1000.0,0.09,SSD,,M.2-2230,PCIe Gen4,Western,Digital WD_BLACK SN770M,western-digital-wd-black-sn770m-1000-0-pcie-gen4
Seagate Constellation ES.3,48.0,1000.0,0.048,7200,128.0,3.5,SATA,Seagate,Constellation ES.3,seagate-constellation-es-3-1000-0-sata
Lexar NM790 w/Heatsink,129.4,2000.0,0.065,SSD,,M.2-2280,PCIe Gen4,Lexar,NM790 w/Heatsink,lexar-nm790-w-heatsink-2000-0-pcie-gen4
Western Digital Blue,107.99,1000.0,0.108,SSD,,2.5,SATA,Western,Digital Blue,western-digital-blue-1000-0-sata
