name,price,modules,price_per_gb,color,first_word_latency,cas_latency,ddr_generation,frequency_mhz,slug
Gigabyte AORUS RGB 16 GB,,"2,8",,Black,10.0,18.0,DDR4,3600,gigabyte-aorus-rgb-16-gb-ddr4-3600
Timetec PINNACLE Konduit RGB 16 GB,36.99,"2,8",2.312,White,10.0,16.0,DDR4,3200,timetec-pinnacle-konduit-rgb-16-gb-ddr4-3200
Timetec 75TT24NU2R8-8G 16 GB,,"1,16",,Black,14.167,17.0,DDR4,2400,timetec-75tt24nu2r8-8g-16-gb-ddr4-2400
Crucial CT2K32G56C46S5 64 GB,246.33,"2,32",3.849,Black,16.429,46.0,DDR5,5600,crucial-ct2k32g56c46s5-64-gb-ddr5-5600
G.Skill Ripjaws S5 32 GB,104.99,"2,16",3.281,Black,10.667,32.0,DDR5,6000,g-skill-ripjaws-s5-32-gb-ddr5-6000
Corsair Dominator Platinum RGB 32 GB,140.99,"2,16",4.406,Black / Silver,15.385,40.0,DDR5,5200,corsair-dominator-platinum-rgb-32-gb-ddr5-5200
G.Skill Aegis 16 GB,34.72,"2,8",2.17,Black / Red,14.167,17.0,DDR4,2400,g-skill-aegis-16-gb-ddr4-2400
G.Skill Flare X5 32 GB,133.8,"2,16",4.181,Black,10.714,30.0,DDR5,5600,g-skill-flare-x5-32-gb-ddr5-5600
TEAMGROUP T-Force Vulcan 64 GB,165.99,"2,32",2.594,Red,12.667,38.0,DDR5,6000,teamgroup-t-force-vulcan-64-gb-ddr5-6000
Corsair Vengeance 48 GB,133.99,"2,24",2.791,Black,14.615,38.0,DDR5,5200,corsair-vengeance-48-gb-ddr5-5200
Corsair Vengeance RGB 48 GB,194.99,"2,24",4.062,Black,10.0,36.0,DDR5,7200,corsair-vengeance-rgb-48-gb-ddr5-7200
Corsair Vengeance RGB 96 GB,400.69,"4,24",4.174,Black,10.0,30.0,DDR5,6000,corsair-vengeance-rgb-96-gb-ddr5-6000
Crucial CT102464BD160B 8 GB,16.98,"1,8",2.123,Black / Green,13.75,11.0,DDR3,1600,crucial-ct102464bd160b-8-gb-ddr3-1600
Crucial CT8G4DFD8213 8 GB,24.99,"1,8",3.124,Black / Green,14.065,15.0,DDR4,2133,crucial-ct8g4dfd8213-8-gb-ddr4-2133
ADATA XPG LANCER 16 GB,,"2,8",,Black,14.615,38.0,DDR5,5200,adata-xpg-lancer-16-gb-ddr5-5200
Crucial CT2K48G56C46S5 96 GB,194.89,"2,48",,Black,16.429,46.0,DDR5,5600,crucial-ct2k48g56c46s5-96-gb-ddr5-5600
TEAMGROUP Xtreem 48 GB,217.99,"2,24",4.541,Black,9.5,38.0,DDR5,8000,teamgroup-xtreem-48-gb-ddr5-8000
Kingston FURY Beast RGB 16 GB,86.04,"2,8",5.378,Black,10.0,30.0,DDR5,6000,kingston-fury-beast-rgb-16-gb-ddr5-6000
ADATA XPG SPECTRIX D35G RGB 32 GB,131.58,"2,16",4.112,Black,10.0,18.0,DDR4,3600,adata-xpg-spectrix-d35g-rgb-32-gb-ddr4-3600
Corsair Vengeance 32 GB,142.99,"2,16",4.468,Black,9.697,32.0,DDR5,6600,corsair-vengeance-32-gb-ddr5-6600
ADATA XPG Lancer Blade RGB 64 GB,327.47,"2,32",5.117,Black,10.0,30.0,DDR5,6000,adata-xpg-lancer-blade-rgb-64-gb-ddr5-6000
GOODRAM IRDM PRO 16 GB,,"2,8",,Black,10.0,18.0,DDR4,3600,goodram-irdm-pro-16-gb-ddr4-3600
G.Skill Trident Z5 Royal Neo RGB 32 GB,199.99,"2,16",6.25,Gold,9.5,38.0,DDR5,8000,g-skill-trident-z5-royal-neo-rgb-32-gb-ddr5-8000
Klevv CRAS X RGB 32 GB,87.99,"2,16",2.75,Black,10.0,18.0,DDR4,3600,klevv-cras-x-rgb-32-gb-ddr4-3600
Corsair Vengeance 64 GB,197.99,"2,32",3.094,Black / Gray,14.286,40.0,DDR5,5600,corsair-vengeance-64-gb-ddr5-5600
Patriot Viper Steel 16 GB,35.99,"1,16",2.249,Gray,10.0,18.0,DDR4,3600,patriot-viper-steel-16-gb-ddr4-3600
ADATA XPG Lancer Blade 64 GB,339.75,"2,32",5.309,Black,10.0,30.0,DDR5,6000,adata-xpg-lancer-blade-64-gb-ddr5-6000
Corsair Vengeance 64 GB,160.99,"2,32",2.515,Black / Gray,16.364,36.0,DDR5,4400,corsair-vengeance-64-gb-ddr5-4400
Patriot Viper Venom 32 GB,72.98,"1,32",2.281,Black / White,13.846,36.0,DDR5,5200,patriot-viper-venom-32-gb-ddr5-5200
Corsair Dominator Platinum RGB 64 GB,199.99,"2,32",3.125,Black,15.385,40.0,DDR5,5200,corsair-dominator-platinum-rgb-64-gb-ddr5-5200
Corsair Vengeance RGB 64 GB,272.0,"4,16",4.25,Black / Gray,10.323,32.0,DDR5,6200,corsair-vengeance-rgb-64-gb-ddr5-6200
Kingston HyperX Predator 16 GB,,"2,8",,Black / Silver,10.0,16.0,DDR4,3200,kingston-hyperx-predator-16-gb-ddr4-3200
G.Skill Trident Z5 RGB 32 GB,136.99,"2,16",4.281,Black / Silver,10.0,34.0,DDR5,6800,g-skill-trident-z5-rgb-32-gb-ddr5-6800
TEAMGROUP Elite 16 GB,40.99,"1,16",2.562,Black,16.667,40.0,DDR5,4800,teamgroup-elite-16-gb-ddr5-4800
Lexar Ares RGB 32 GB,,"2,16",,Black,10.0,18.0,DDR4,3600,lexar-ares-rgb-32-gb-ddr4-3600
ADATA XPG SPECTRIX D50 16 GB,,"2,8",,Black,10.0,18.0,DDR4,3600,adata-xpg-spectrix-d50-16-gb-ddr4-3600
G.Skill Trident Z5 64 GB,204.99,"2,32",3.203,Black,10.667,32.0,DDR5,6000,g-skill-trident-z5-64-gb-ddr5-6000
TEAMGROUP T-Create Classic 32 GB,87.99,"2,16",2.75,Black,16.0,48.0,DDR5,6000,teamgroup-t-create-classic-32-gb-ddr5-6000
Kingston FURY Beast RGB 32 GB,118.99,"2,16",3.718,Black,14.286,40.0,DDR5,5600,kingston-fury-beast-rgb-32-gb-ddr5-5600
Patriot Viper Venom RGB 16 GB,,"1,16",,Black / White,13.846,36.0,DDR5,5200,patriot-viper-venom-rgb-16-gb-ddr5-5200
G.Skill Trident Z5 48 GB,,"2,24",,Black,10.0,36.0,DDR5,7200,g-skill-trident-z5-48-gb-ddr5-7200
G.Skill Value 8 GB,,"1,8",,Black,14.254,19.0,DDR4,2666,g-skill-value-8-gb-ddr4-2666
G.Skill Ripjaws S5 64 GB,179.99,"2,32",2.812,Black,10.714,30.0,DDR5,5600,g-skill-ripjaws-s5-64-gb-ddr5-5600
Silicon Power XPOWER Storm RGB 32 GB,,"2,16",,Black,10.0,32.0,DDR5,6400,silicon-power-xpower-storm-rgb-32-gb-ddr5-6400
G.Skill Trident Z5 Neo RGB 32 GB,125.0,"2,16",3.906,,10.0,32.0,DDR5,6400,g-skill-trident-z5-neo-rgb-32-gb-ddr5-6400
G.Skill Trident Z5 RGB 48 GB,109.99,"2,24",2.291,Black,14.286,40.0,DDR5,5600,g-skill-trident-z5-rgb-48-gb-ddr5-5600
Corsair Vengeance RGB Pro 16 GB,87.99,"1,16",5.499,Black,10.0,18.0,DDR4,3600,corsair-vengeance-rgb-pro-16-gb-ddr4-3600
Corsair Vengeance 32 GB,,"4,8",,Black / Silver,9.376,10.0,DDR3,2133,corsair-vengeance-32-gb-ddr3-2133
TEAMGROUP T-Create Classic 64 GB,159.99,"2,32",2.5,Black,16.0,48.0,DDR5,6000,teamgroup-t-create-classic-64-gb-ddr5-6000
Klevv BOLT V 32 GB,102.99,"2,16",3.218,Black,10.0,34.0,DDR5,6800,klevv-bolt-v-32-gb-ddr5-6800
Corsair Vengeance LPX 32 GB,82.56,"1,32",2.58,Black / Yellow,10.667,16.0,DDR4,3000,corsair-vengeance-lpx-32-gb-ddr4-3000
G.Skill Trident Z RGB 64 GB,,"2,32",,,8.636,19.0,DDR4,4400,g-skill-trident-z-rgb-64-gb-ddr4-4400
Patriot Signature Line 8 GB,23.99,"1,8",2.999,,13.75,22.0,DDR4,3200,patriot-signature-line-8-gb-ddr4-3200
Kingston FURY Renegade 48 GB,173.99,"1,48",3.625,Silver / Black,10.667,32.0,DDR5,6000,kingston-fury-renegade-48-gb-ddr5-6000
TEAMGROUP T-Force Delta RGB 48 GB,249.99,"2,24",5.208,White,9.268,38.0,DDR5,8200,teamgroup-t-force-delta-rgb-48-gb-ddr5-8200
Patriot Viper Steel RGB 16 GB,52.99,"2,8",3.312,Black,11.111,20.0,DDR4,3600,patriot-viper-steel-rgb-16-gb-ddr4-3600
Corsair Vengeance 16 GB,149.06,"4,4",9.316,Black / Yellow,11.25,9.0,DDR3,1600,corsair-vengeance-16-gb-ddr3-1600
V-Color TRA564G60D434Q 256 GB,1839.99,"4,64",7.187,White,11.333,34.0,DDR5,6000,v-color-tra564g60d434q-256-gb-ddr5-6000
Corsair Vengeance RGB Pro SL 16 GB,59.99,"2,8",3.749,Black,10.0,16.0,DDR4,3200,corsair-vengeance-rgb-pro-sl-16-gb-ddr4-3200
Corsair Vengeance RGB 32 GB,134.99,"2,16",4.218,Black,11.765,40.0,DDR5,6800,corsair-vengeance-rgb-32-gb-ddr5-6800
Kingston FURY Renegade 32 GB,144.99,"2,16",4.531,Silver / Black,10.0,32.0,DDR5,6400,kingston-fury-renegade-32-gb-ddr5-6400
Kingston FURY Beast RGB 64 GB,199.99,"2,32",3.125,Black,14.286,40.0,DDR5,5600,kingston-fury-beast-rgb-64-gb-ddr5-5600
Kingston FURY Renegade 32 GB,174.64,"2,16",5.457,White / Silver,10.0,32.0,DDR5,6400,kingston-fury-renegade-32-gb-ddr5-6400
Crucial Pro Overclocking 16 GB,56.99,"1,16",3.562,White,12.0,36.0,DDR5,6000,crucial-pro-overclocking-16-gb-ddr5-6000
TEAMGROUP Elite 8 GB,17.98,"1,8",2.248,Black,14.254,19.0,DDR4,2666,teamgroup-elite-8-gb-ddr4-2666
G.Skill Trident Z Neo 256 GB,629.99,"8,32",2.461,Silver / Black,10.0,18.0,DDR4,3600,g-skill-trident-z-neo-256-gb-ddr4-3600
Gigabyte AORUS 32 GB,,"2,16",,Black,15.385,40.0,DDR5,5200,gigabyte-aorus-32-gb-ddr5-5200
Crucial Ballistix 16 GB,,"2,8",,Black,8.889,16.0,DDR4,3600,crucial-ballistix-16-gb-ddr4-3600
G.Skill Ripjaws M5 Neo RGB 32 GB,91.99,"2,16",2.875,White,12.0,36.0,DDR5,6000,g-skill-ripjaws-m5-neo-rgb-32-gb-ddr5-6000
OLOy WarHawk RGB 32 GB,,"2,16",,Black / White,10.667,16.0,DDR4,3000,oloy-warhawk-rgb-32-gb-ddr4-3000
G.Skill Flare X5 96 GB,239.99,"2,48",2.5,Black,14.286,40.0,DDR5,5600,g-skill-flare-x5-96-gb-ddr5-5600
Corsair Dominator Titanium First Edition 64 GB,328.99,"2,32",5.14,White,9.697,32.0,DDR5,6600,corsair-dominator-titanium-first-edition-64-gb-ddr5-6600
Corsair CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMK16GX4M2C3000C16W 16 GB,,"2,8",,White / Black,10.667,16.0,DDR4,3000,corsair-corsair-vengeance-lpx-16gb-2-x-8gb-288-pin-ddr4-sdram-ddr4-3000-pc4-24000-desktop-memory-model-cmk16gx4m2c3000c16w-16-gb-ddr4-3000
Crucial Ballistix 8 GB,,"1,8",,Black,8.889,16.0,DDR4,3600,crucial-ballistix-8-gb-ddr4-3600
G.Skill Trident Z5 RGB 64 GB,239.99,"2,32",3.75,Silver / Black,10.0,32.0,DDR5,6400,g-skill-trident-z5-rgb-64-gb-ddr5-6400
Corsair Vengeance RGB 32 GB,137.99,"2,16",4.312,Black / Silver,12.0,36.0,DDR5,6000,corsair-vengeance-rgb-32-gb-ddr5-6000
Klevv CRAS X RGB 32 GB,,"2,16",,Black,10.0,16.0,DDR4,3200,klevv-cras-x-rgb-32-gb-ddr4-3200
Corsair Vengeance RGB Pro 128 GB,381.81,"4,32",2.983,Black,10.0,16.0,DDR4,3200,corsair-vengeance-rgb-pro-128-gb-ddr4-3200
G.Skill Ripjaws M5 Neo RGB 64 GB,,"2,32",,White,12.0,36.0,DDR5,6000,g-skill-ripjaws-m5-neo-rgb-64-gb-ddr5-6000
Corsair Dominator Platinum RGB 32 GB,199.99,"2,16",6.25,Black,9.444,34.0,DDR5,7200,corsair-dominator-platinum-rgb-32-gb-ddr5-7200
G.Skill Flare X5 48 GB,104.99,"2,24",2.187,Black,15.385,40.0,DDR5,5200,g-skill-flare-x5-48-gb-ddr5-5200
Kingston Fury Renegade RGB 48 GB,,"2,24",,Black / Red,9.0,36.0,DDR5,8000,kingston-fury-renegade-rgb-48-gb-ddr5-8000
Kingston ValueRAM 8 GB,24.13,"1,8",3.016,,13.75,22.0,DDR4,3200,kingston-valueram-8-gb-ddr4-3200
G.Skill Ripjaws S5 64 GB,142.99,"2,32",2.234,Black,13.846,36.0,DDR5,5200,g-skill-ripjaws-s5-64-gb-ddr5-5200
G.Skill Trident Z5 64 GB,260.98,"2,32",4.078,Black,10.0,30.0,DDR5,6000,g-skill-trident-z5-64-gb-ddr5-6000
Timetec PINNACLE Konduit 64 GB,,"2,32",,Black,10.0,16.0,DDR4,3200,timetec-pinnacle-konduit-64-gb-ddr4-3200
G.Skill Trident Z5 RGB 32 GB,97.99,"2,16",3.062,Silver / Black,12.0,36.0,DDR5,6000,g-skill-trident-z5-rgb-32-gb-ddr5-6000
Kingston FURY Beast RGB 64 GB,177.98,"2,32",2.781,Black,10.0,18.0,DDR4,3600,kingston-fury-beast-rgb-64-gb-ddr4-3600
TEAMGROUP T-Force Vulcan Z 16 GB,,"2,8",,Red,10.0,16.0,DDR4,3200,teamgroup-t-force-vulcan-z-16-gb-ddr4-3200
G.Skill Ripjaws M5 RGB 64 GB,229.99,"2,32",3.594,Black,10.0,32.0,DDR5,6400,g-skill-ripjaws-m5-rgb-64-gb-ddr5-6400
G.Skill Ripjaws M5 Neo RGB 64 GB,,"2,32",,Black,9.333,28.0,DDR5,6000,g-skill-ripjaws-m5-neo-rgb-64-gb-ddr5-6000
Corsair Vengeance 32 GB,109.99,"2,16",3.437,Gray,12.857,36.0,DDR5,5600,corsair-vengeance-32-gb-ddr5-5600
Patriot Viper Elite II 16 GB,43.99,"2,8",2.749,Red / Black,11.25,18.0,DDR4,3200,patriot-viper-elite-ii-16-gb-ddr4-3200
Klevv CRAS V RGB 32 GB,,"2,16",,Black,10.0,32.0,DDR5,6400,klevv-cras-v-rgb-32-gb-ddr5-6400
G.Skill Trident Z5 RGB 32 GB,210.15,"2,16",6.567,White / Black,10.0,30.0,DDR5,6000,g-skill-trident-z5-rgb-32-gb-ddr5-6000
G.Skill Trident Z5 Royal Neo RGB 32 GB,179.99,"2,16",5.625,Gold,9.375,30.0,DDR5,6400,g-skill-trident-z5-royal-neo-rgb-32-gb-ddr5-6400
Lexar Ares RGB 16 GB,,"2,8",,White,9.312,18.0,DDR4,3866,lexar-ares-rgb-16-gb-ddr4-3866
Corsair Vengeance RGB Pro 32 GB,228.0,"2,16",7.125,White,10.0,16.0,DDR4,3200,corsair-vengeance-rgb-pro-32-gb-ddr4-3200
Kingston FURY Beast 32 GB,97.94,"1,32",3.061,Black,15.385,40.0,DDR5,5200,kingston-fury-beast-32-gb-ddr5-5200
Patriot Viper Steel 8 GB,30.98,"2,4",,Silver / Black,10.0,16.0,DDR4,3200,patriot-viper-steel-8-gb-ddr4-3200
Kingston HyperX Fury 4 GB,,"1,4",,Black / Silver,12.003,16.0,DDR4,2666,kingston-hyperx-fury-4-gb-ddr4-2666
TEAMGROUP Elite Plus 16 GB,,"2,8",,Black / Gold,13.75,22.0,DDR4,3200,teamgroup-elite-plus-16-gb-ddr4-3200
Corsair Vengeance RGB 32 GB,121.99,"2,16",3.812,Black,13.333,40.0,DDR5,6000,corsair-vengeance-rgb-32-gb-ddr5-6000
Corsair Vengeance RGB 32 GB,110.51,"2,16",3.453,White / Gray,14.286,40.0,DDR5,5600,corsair-vengeance-rgb-32-gb-ddr5-5600
Kingston FURY Beast RGB 16 GB,,"1,16",,Black,10.0,30.0,DDR5,6000,kingston-fury-beast-rgb-16-gb-ddr5-6000
Kingston HyperX Fury 8 GB,,"2,4",,Black / Silver,12.5,10.0,DDR3,1600,kingston-hyperx-fury-8-gb-ddr3-1600
Crucial Ballistix 32 GB,,"2,16",,Black,8.889,16.0,DDR4,3600,crucial-ballistix-32-gb-ddr4-3600
G.Skill Trident Z RGB 8 GB,,"1,8",,Black,10.0,16.0,DDR4,3200,g-skill-trident-z-rgb-8-gb-ddr4-3200
G.Skill Trident Z5 RGB 32 GB,120.98,"2,16",3.781,Silver / Black,10.0,32.0,DDR5,6400,g-skill-trident-z5-rgb-32-gb-ddr5-6400
G.Skill Trident Z 32 GB,173.25,"2,16",5.414,Black / White,10.0,16.0,DDR4,3200,g-skill-trident-z-32-gb-ddr4-3200
Corsair Vengeance 48 GB,140.99,"2,24",2.937,Black,14.286,40.0,DDR5,5600,corsair-vengeance-48-gb-ddr5-5600
G.Skill Flare X5 32 GB,84.99,"2,16",2.656,Black / White,13.846,36.0,DDR5,5200,g-skill-flare-x5-32-gb-ddr5-5200
Kingston FURY Renegade 32 GB,236.33,"2,16",7.385,Silver / Black,9.5,38.0,DDR5,8000,kingston-fury-renegade-32-gb-ddr5-8000
Kingston FURY Beast 16 GB,74.53,"1,16",4.658,Black,10.0,16.0,DDR4,3200,kingston-fury-beast-16-gb-ddr4-3200
Corsair Vengeance RGB RS 64 GB,,"2,32",,Black,10.0,18.0,DDR4,3600,corsair-vengeance-rgb-rs-64-gb-ddr4-3600
Corsair Vengeance RGB Pro SL 32 GB,140.99,"4,8",4.406,White,10.0,18.0,DDR4,3600,corsair-vengeance-rgb-pro-sl-32-gb-ddr4-3600
TEAMGROUP T-Force Vulcanα 32 GB,157.43,"2,16",4.92,Black / Silver,12.667,38.0,DDR5,6000,teamgroup-t-force-vulcan-32-gb-ddr5-6000
Corsair Vengeance 64 GB,195.99,"2,32",3.062,Gray,13.333,40.0,DDR5,6000,corsair-vengeance-64-gb-ddr5-6000
G.Skill Trident Z Royal 64 GB,199.99,"2,32",3.125,Silver,10.0,18.0,DDR4,3600,g-skill-trident-z-royal-64-gb-ddr4-3600
Corsair Vengeance RGB 32 GB,137.99,"2,16",4.312,White / Silver,12.0,36.0,DDR5,6000,corsair-vengeance-rgb-32-gb-ddr5-6000
Patriot Viper Elite 5 RGB 32 GB,,"2,16",,White,13.548,42.0,DDR5,6200,patriot-viper-elite-5-rgb-32-gb-ddr5-6200
Patriot Viper Elite 5 RGB 96 GB,274.99,"2,48",2.864,White,14.0,42.0,DDR5,6000,patriot-viper-elite-5-rgb-96-gb-ddr5-6000
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"2,16",,Black,10.0,16.0,DDR4,3200,silicon-power-xpower-zenith-rgb-gaming-32-gb-ddr4-3200
G.Skill Ripjaws M5 RGB 64 GB,154.99,"2,32",2.422,Black,15.385,40.0,DDR5,5200,g-skill-ripjaws-m5-rgb-64-gb-ddr5-5200
Kingston FURY Impact 32 GB,91.99,"2,16",2.875,Black,14.286,40.0,DDR5,5600,kingston-fury-impact-32-gb-ddr5-5600
Kingston FURY Beast 64 GB,207.0,"2,32",3.234,White,12.0,36.0,DDR5,6000,kingston-fury-beast-64-gb-ddr5-6000
G.Skill Ripjaws V 128 GB,259.99,"4,32",2.031,Black,13.503,18.0,DDR4,2666,g-skill-ripjaws-v-128-gb-ddr4-2666
TEAMGROUP T-Force Delta RGB 64 GB,,"2,32",,White,10.0,18.0,DDR4,3600,teamgroup-t-force-delta-rgb-64-gb-ddr4-3600
Corsair Vengeance 32 GB,159.9,"2,16",4.997,Gray,9.714,34.0,DDR5,7000,corsair-vengeance-32-gb-ddr5-7000
G.Skill Trident Z5 RGB 32 GB,139.99,"2,16",4.375,Silver / Black,9.444,34.0,DDR5,7200,g-skill-trident-z5-rgb-32-gb-ddr5-7200
Crucial CT8G4DFD824A 8 GB,20.04,"1,8",2.505,Green,14.167,17.0,DDR4,2400,crucial-ct8g4dfd824a-8-gb-ddr4-2400
Kingston FURY Beast 32 GB,150.74,"4,8",4.711,Black,10.0,16.0,DDR4,3200,kingston-fury-beast-32-gb-ddr4-3200
Acer Predator Pallas II 32 GB,,"2,16",,Silver,10.0,30.0,DDR5,6000,acer-predator-pallas-ii-32-gb-ddr5-6000
Kingston FURY Impact 64 GB,169.99,"2,32",2.656,Black,14.286,40.0,DDR5,5600,kingston-fury-impact-64-gb-ddr5-5600
Crucial CT2K16G48C40S5 32 GB,71.06,"2,16",2.221,Black,16.667,40.0,DDR5,4800,crucial-ct2k16g48c40s5-32-gb-ddr5-4800
Kingston Fury Renegade RGB 96 GB,319.99,"2,48",3.333,Silver / Black,10.667,32.0,DDR5,6000,kingston-fury-renegade-rgb-96-gb-ddr5-6000
Corsair Vengeance RGB Pro 32 GB,101.67,"2,16",3.177,Black,10.667,16.0,DDR4,3000,corsair-vengeance-rgb-pro-32-gb-ddr4-3000
Patriot Viper Elite II 16 GB,47.99,"1,16",2.999,Red / Black,10.0,20.0,DDR4,4000,patriot-viper-elite-ii-16-gb-ddr4-4000
Kingston Server Premier 64 GB,209.0,"1,64",3.266,,13.75,22.0,DDR4,3200,kingston-server-premier-64-gb-ddr4-3200
Kingston FURY Beast 8 GB,44.94,"1,8",5.617,Black,9.444,17.0,DDR4,3600,kingston-fury-beast-8-gb-ddr4-3600
Corsair Dominator Platinum RGB 16 GB,95.99,"2,8",5.999,Black,10.0,18.0,DDR4,3600,corsair-dominator-platinum-rgb-16-gb-ddr4-3600
Klevv BOLT V 32 GB,,"2,16",,Black,10.0,32.0,DDR5,6400,klevv-bolt-v-32-gb-ddr5-6400
Corsair Vengeance 48 GB,179.99,"2,24",3.75,Black,11.429,40.0,DDR5,7000,corsair-vengeance-48-gb-ddr5-7000
G.Skill Trident Z5 RGB 96 GB,239.99,"2,48",2.5,Black,14.286,40.0,DDR5,5600,g-skill-trident-z5-rgb-96-gb-ddr5-5600
Corsair Vengeance LPX 16 GB,51.99,"2,8",3.249,Black / Yellow,10.91,16.0,DDR4,2933,corsair-vengeance-lpx-16-gb-ddr4-2933
G.Skill Ripjaws S5 32 GB,87.99,"2,16",2.75,White,12.857,36.0,DDR5,5600,g-skill-ripjaws-s5-32-gb-ddr5-5600
Kingston FURY Renegade 32 GB,199.99,"2,16",6.25,White / Silver,10.556,38.0,DDR5,7200,kingston-fury-renegade-32-gb-ddr5-7200
Kingston KVR16N11/8 8 GB,24.36,"1,8",3.045,Green,13.75,11.0,DDR3,1600,kingston-kvr16n11-8-8-gb-ddr3-1600
Silicon Power SP032GBSVU560F22 32 GB,74.99,"2,16",2.343,Black,16.429,46.0,DDR5,5600,silicon-power-sp032gbsvu560f22-32-gb-ddr5-5600
Corsair Vengeance LPX 64 GB,,"2,32",,Black / Yellow,12.003,16.0,DDR4,2666,corsair-vengeance-lpx-64-gb-ddr4-2666
TEAMGROUP Xtreem 32 GB,189.99,"2,16",5.937,Black,9.5,38.0,DDR5,8000,teamgroup-xtreem-32-gb-ddr5-8000
G.Skill Ripjaws S5 96 GB,239.99,"2,48",2.5,Black,14.286,40.0,DDR5,5600,g-skill-ripjaws-s5-96-gb-ddr5-5600
Corsair Vengeance RGB Pro SL 32 GB,140.99,"2,16",4.406,Black,10.0,16.0,DDR4,3200,corsair-vengeance-rgb-pro-sl-32-gb-ddr4-3200
Corsair Vengeance RGB 32 GB,150.99,"2,16",4.718,Black / Silver,11.429,40.0,DDR5,7000,corsair-vengeance-rgb-32-gb-ddr5-7000
TEAMGROUP T-Force Xtreem ARGB 16 GB,52.99,"2,8",3.312,White,10.0,18.0,DDR4,3600,teamgroup-t-force-xtreem-argb-16-gb-ddr4-3600
G.Skill Trident Z RGB 32 GB,,"2,16",,Black,8.75,14.0,DDR4,3200,g-skill-trident-z-rgb-32-gb-ddr4-3200
Apacer Panther-Golden 8 GB,,"1,8",,Black / Gold,12.003,16.0,DDR4,2666,apacer-panther-golden-8-gb-ddr4-2666
Klevv CRAS V RGB 64 GB,,"2,32",,Black,10.0,32.0,DDR5,6400,klevv-cras-v-rgb-64-gb-ddr5-6400
Klevv CRAS V RGB 48 GB,,"2,24",,White,10.0,30.0,DDR5,6000,klevv-cras-v-rgb-48-gb-ddr5-6000
G.Skill Ripjaws V 32 GB,69.98,"2,16",2.187,Red,11.253,15.0,DDR4,2666,g-skill-ripjaws-v-32-gb-ddr4-2666
TEAMGROUP T-Create Expert 48 GB,168.99,"2,24",3.521,White,9.444,34.0,DDR5,7200,teamgroup-t-create-expert-48-gb-ddr5-7200
G.Skill Zeta R5 Neo 192 GB,1279.99,"4,48",6.667,Black,10.0,32.0,DDR5,6400,g-skill-zeta-r5-neo-192-gb-ddr5-6400
Corsair Vengeance 64 GB,195.99,"2,32",3.062,White / Gray,13.333,40.0,DDR5,6000,corsair-vengeance-64-gb-ddr5-6000
Biwin Black Opal DW100 RGB 32 GB,,"2,16",,Black,8.78,36.0,DDR5,8200,biwin-black-opal-dw100-rgb-32-gb-ddr5-8200
G.Skill Flare X 16 GB,,"2,8",,Black,8.75,14.0,DDR4,3200,g-skill-flare-x-16-gb-ddr4-3200
Kingston FURY Beast 32 GB,239.08,"2,16",7.471,White,10.0,32.0,DDR5,6400,kingston-fury-beast-32-gb-ddr5-6400
G.Skill Flare X5 48 GB,457.07,"2,24",9.522,Black,10.0,30.0,DDR5,6000,g-skill-flare-x5-48-gb-ddr5-6000
TEAMGROUP T-Force Vulcan 64 GB,168.99,"2,32",2.64,Red,12.667,38.0,DDR5,6000,teamgroup-t-force-vulcan-64-gb-ddr5-6000
Kingston FURY Beast RGB 32 GB,119.99,"2,16",3.75,Black,13.846,36.0,DDR5,5200,kingston-fury-beast-rgb-32-gb-ddr5-5200
ADATA XPG LANCER NEON RGB 32 GB,,"2,16",,Black,10.0,30.0,DDR5,6000,adata-xpg-lancer-neon-rgb-32-gb-ddr5-6000
Patriot Viper Elite II 8 GB,21.99,"1,8",2.749,Red / Black,11.111,20.0,DDR4,3600,patriot-viper-elite-ii-8-gb-ddr4-3600
Corsair Vengeance RGB Pro 128 GB,356.54,"4,32",2.785,Black,10.0,18.0,DDR4,3600,corsair-vengeance-rgb-pro-128-gb-ddr4-3600
Corsair Vengeance LPX 128 GB,,"4,32",,Black / Yellow,10.0,18.0,DDR4,3600,corsair-vengeance-lpx-128-gb-ddr4-3600
TEAMGROUP T-Force Vulcan 32 GB,89.99,"2,16",2.812,Black,12.5,40.0,DDR5,6400,teamgroup-t-force-vulcan-32-gb-ddr5-6400
G.Skill Trident Z RGB 256 GB,579.99,"8,32",2.266,Black,10.0,16.0,DDR4,3200,g-skill-trident-z-rgb-256-gb-ddr4-3200
ADATA XPG GAMMIX D10 16 GB,95.17,"2,8",5.948,Black,10.0,16.0,DDR4,3200,adata-xpg-gammix-d10-16-gb-ddr4-3200
G.Skill Aegis 16 GB,,"2,8",,Red / Black,14.254,19.0,DDR4,2666,g-skill-aegis-16-gb-ddr4-2666
Lexar Hades OC 32 GB,,"2,16",,Gray / Black,10.0,18.0,DDR4,3600,lexar-hades-oc-32-gb-ddr4-3600
G.Skill Trident Z Royal 32 GB,99.99,"2,16",3.125,Silver,10.0,16.0,DDR4,3200,g-skill-trident-z-royal-32-gb-ddr4-3200
G.Skill Ripjaws M5 Neo RGB 96 GB,,"2,48",,Black,10.0,30.0,DDR5,6000,g-skill-ripjaws-m5-neo-rgb-96-gb-ddr5-6000
